t,method,scenario,seed,reward,p_min,p_min_next,p_raw_urllc,p_safe_urllc,D_proj,urllc_violation,shield_corrected,sla,state_channel
127,M5_constraint_aware,S4_sla_upgrade,42,1.1,80,70,10,80,140.0,0,1,0.9999,1.1826013169034522
128,M5_constraint_aware,S4_sla_upgrade,42,1.249656272649218,70,80,60,70,20.0,0,1,0.9999,1.0607544106111781
129,M5_constraint_aware,S4_sla_upgrade,42,1.071610416963205,80,70,10,80,140.0,0,1,0.9999,1.092193068057985
130,M5_constraint_aware,S4_sla_upgrade,42,1.3131357783378865,70,60,60,70,20.0,0,1,0.9999,1.1624836408831314
131,M5_constraint_aware,S4_sla_upgrade,42,1.6121231324190692,60,80,30,60,60.0,0,1,0.9999,1.2239924371845732
132,M5_constraint_aware,S4_sla_upgrade,42,1.1,80,80,10,80,140.0,0,1,0.9999,1.17593127782106
133,M5_constraint_aware,S4_sla_upgrade,42,1.0322982220334613,80,60,10,80,140.0,0,1,0.9999,1.0635563794551275
134,M5_constraint_aware,S4_sla_upgrade,42,1.6217675928997712,60,80,60,60,0.0,0,0,0.9999,1.1309131225973466
135,M5_constraint_aware,S4_sla_upgrade,42,1.1,80,80,10,80,140.0,0,1,0.9999,1.1652131336023082
136,M5_constraint_aware,S4_sla_upgrade,42,1.1,80,80,10,80,140.0,0,1,0.9999,1.1390627313392425
137,M5_constraint_aware,S4_sla_upgrade,42,1.045989298939872,80,70,10,80,140.0,0,1,0.9999,1.143347493133379
138,M5_constraint_aware,S4_sla_upgrade,42,1.1573037015814776,70,70,60,70,20.0,0,1,0.9999,1.0754173367565498
139,M5_constraint_aware,S4_sla_upgrade,42,1.2786152576468688,70,90,60,70,20.0,0,1,0.9999,0.9536714961625117
140,M5_constraint_aware,S4_sla_upgrade,42,0.7533328081240755,90,70,10,90,160.0,0,1,0.9999,1.0492422581150365
141,M5_constraint_aware,S4_sla_upgrade,42,1.1745516685644533,70,70,60,70,20.0,0,1,0.9999,1.0139623376043003
142,M5_constraint_aware,S4_sla_upgrade,42,1.1874973718476907,70,90,60,70,20.0,0,1,0.9999,0.9526044581235091
143,M5_constraint_aware,S4_sla_upgrade,42,0.7536448351247573,90,80,40,90,100.0,0,1,0.9999,0.960343481549802
144,M5_constraint_aware,S4_sla_upgrade,42,0.9470596966479858,80,80,10,80,140.0,0,1,0.9999,0.9930461911539088
145,M5_constraint_aware,S4_sla_upgrade,42,0.9730519976073493,80,70,40,80,80.0,0,1,0.9999,0.8219901609549304
146,M5_constraint_aware,S4_sla_upgrade,42,1.1,70,70,40,70,60.0,0,1,0.9999,0.8562104103164712
147,M5_constraint_aware,S4_sla_upgrade,42,1.1672765476100335,70,60,60,70,20.0,0,1,0.9999,0.8584972480883192
148,M5_constraint_aware,S4_sla_upgrade,42,1.2556618862389342,60,70,60,60,0.0,0,0,0.9999,0.9089457377065888
149,M5_constraint_aware,S4_sla_upgrade,42,1.1439967388882049,70,70,60,70,20.0,0,1,0.9999,0.8733950229902607
150,M5_constraint_aware,S4_sla_upgrade,42,1.0281461946704047,70,70,60,70,20.0,0,1,0.9999,0.8825068688447257
151,M5_constraint_aware,S4_sla_upgrade,42,1.0898659093096,70,70,60,70,20.0,0,1,0.9999,0.7926857212249803
152,M5_constraint_aware,S4_sla_upgrade,42,1.1460597942486086,70,80,60,70,20.0,0,1,0.9999,0.8619170979021419
153,M5_constraint_aware,S4_sla_upgrade,42,0.9378943906178934,80,90,40,80,80.0,0,1,0.9999,0.9116532892091928
154,M5_constraint_aware,S4_sla_upgrade,42,0.6898846363885583,90,50,40,90,100.0,0,1,0.9999,0.9091376899065686
155,M5_constraint_aware,S4_sla_upgrade,42,1.2684024797256896,50,80,60,60,0.0,0,0,0.9999,0.83800227783389
156,M5_constraint_aware,S4_sla_upgrade,42,0.9573742023244874,80,70,40,80,80.0,0,1,0.9999,0.8534770133187132
157,M5_constraint_aware,S4_sla_upgrade,42,1.1404807918746243,70,70,60,70,20.0,0,1,0.9999,0.9708345169481206
158,M5_constraint_aware,S4_sla_upgrade,42,1.2071907463934497,70,80,60,70,20.0,0,1,0.9999,0.9045676553066707
159,M5_constraint_aware,S4_sla_upgrade,42,0.9201646432681383,80,70,10,80,140.0,0,1,0.9999,0.9906805564321199
160,M5_constraint_aware,S4_sla_upgrade,42,1.157619251153486,70,70,60,70,20.0,0,1,0.9999,0.9332580407544437
161,M5_constraint_aware,S4_sla_upgrade,42,1.2116759117724878,70,70,60,70,20.0,0,1,0.9999,0.986717058360796
162,M5_constraint_aware,S4_sla_upgrade,42,1.2376530285335026,70,60,60,70,20.0,0,1,0.9999,0.9999406454896799
163,M5_constraint_aware,S4_sla_upgrade,42,1.5445560350164318,60,80,60,60,0.0,0,0,0.9999,0.9883122646755501
164,M5_constraint_aware,S4_sla_upgrade,42,1.1,80,80,10,80,140.0,0,1,0.9999,1.1564750715968213
165,M5_constraint_aware,S4_sla_upgrade,42,1.1,80,80,10,80,140.0,0,1,0.9999,1.119548893341966
166,M5_constraint_aware,S4_sla_upgrade,42,1.1,80,70,10,80,140.0,0,1,0.9999,1.0287477428091176
167,M5_constraint_aware,S4_sla_upgrade,42,1.2651643508772195,70,90,60,70,20.0,0,1,0.9999,1.0561566551480688
168,M5_constraint_aware,S4_sla_upgrade,42,0.832580976808078,90,80,10,90,160.0,0,1,0.9999,1.1016664902640358
169,M5_constraint_aware,S4_sla_upgrade,42,1.046445265786463,80,60,10,80,140.0,0,1,0.9999,1.1026262458950484
170,M5_constraint_aware,S4_sla_upgrade,42,1.546181821630291,60,80,60,60,0.0,0,0,0.9999,1.1050492052820997
171,M5_constraint_aware,S4_sla_upgrade,42,1.081861132628498,80,80,10,80,140.0,0,1,0.9999,1.1489567152108393
172,M5_constraint_aware,S4_sla_upgrade,42,0.9933842852624539,80,70,10,80,140.0,0,1,0.9999,1.130615446114139
173,M5_constraint_aware,S4_sla_upgrade,42,1.292881127852103,70,90,60,70,20.0,0,1,0.9999,1.094333289843983
174,M5_constraint_aware,S4_sla_upgrade,42,0.7721061575446839,90,60,10,90,160.0,0,1,0.9999,1.1855329067353753
175,M5_constraint_aware,S4_sla_upgrade,42,1.4675465988041898,60,70,60,60,0.0,0,0,0.9999,1.0879006263183162
176,M5_constraint_aware,S4_sla_upgrade,42,1.2428407343531787,70,70,60,70,20.0,0,1,0.9999,1.0667933638272706
177,M5_constraint_aware,S4_sla_upgrade,42,1.1846575080973865,70,90,60,70,20.0,0,1,0.9999,1.077292873915744
178,M5_constraint_aware,S4_sla_upgrade,42,0.7422156740826087,90,80,40,90,100.0,0,1,0.9999,0.9883097933859297
179,M5_constraint_aware,S4_sla_upgrade,42,1.0207109214093126,80,70,40,80,80.0,0,1,0.9999,1.0043016706747903
180,M5_constraint_aware,S4_sla_upgrade,42,1.1739203884602334,70,80,60,70,20.0,0,1,0.9999,0.9923148637114921
181,M5_constraint_aware,S4_sla_upgrade,42,0.8875981758177935,80,100,40,80,80.0,0,1,0.9999,1.0060506517534287
182,M5_constraint_aware,S4_sla_upgrade,42,0.5,100,90,40,100,120.0,0,1,0.9999,0.9578543597472645
183,M5_constraint_aware,S4_sla_upgrade,42,0.683234706337933,90,90,40,90,100.0,0,1,0.9999,0.9750137355103204
184,M5_constraint_aware,S4_sla_upgrade,42,0.6938858667268727,90,90,40,90,100.0,0,1,0.9999,0.942608913025703
185,M5_constraint_aware,S4_sla_upgrade,42,0.7256324435240443,90,70,40,90,100.0,0,1,0.9999,0.9103118008173282
186,M5_constraint_aware,S4_sla_upgrade,42,1.070345283116498,70,80,60,70,20.0,0,1,0.9999,0.9043060990420216
187,M5_constraint_aware,S4_sla_upgrade,42,0.9242975005645386,80,100,40,80,80.0,0,1,0.9999,0.83236655126054
188,M5_constraint_aware,S4_sla_upgrade,42,0.5,100,80,40,100,120.0,0,1,0.9999,0.8911407758999753
189,M5_constraint_aware,S4_sla_upgrade,42,0.8746138739354542,80,90,40,80,80.0,0,1,0.9999,0.8786297195322591
190,M5_constraint_aware,S4_sla_upgrade,42,0.6701317450525934,90,90,40,90,100.0,0,1,0.9999,0.906507442250692
191,M5_constraint_aware,S4_sla_upgrade,42,0.6836396762349709,90,80,40,90,100.0,0,1,0.9999,0.8360127637513508
192,M5_constraint_aware,S4_sla_upgrade,42,0.8688951317328886,80,100,40,80,80.0,0,1,0.9999,0.8364623779833006
193,M5_constraint_aware,S4_sla_upgrade,42,0.5,100,90,40,100,120.0,0,1,0.9999,0.8395555534564951
194,M5_constraint_aware,S4_sla_upgrade,42,0.7023074068348408,90,100,40,90,100.0,0,1,0.9999,0.8296800711054212
195,M5_constraint_aware,S4_sla_upgrade,42,0.5,100,90,40,100,120.0,0,1,0.9999,0.9268263303233086
196,M5_constraint_aware,S4_sla_upgrade,42,0.7404980728488815,90,80,40,90,100.0,0,1,0.9999,0.832796105419527
197,M5_constraint_aware,S4_sla_upgrade,42,0.874184742242381,80,80,40,80,80.0,0,1,0.9999,1.009541403007404
198,M5_constraint_aware,S4_sla_upgrade,42,0.9182779908714083,80,100,40,80,80.0,0,1,0.9999,0.8862939459804451
199,M5_constraint_aware,S4_sla_upgrade,42,0.5,100,100,40,100,120.0,0,1,0.9999,0.966565416421629
